DAY,DATE,UTC,CALLSIGN,PR,MESSAGE,Q,LN,SPECIFICATION,E6,NOTES,SOURCE,SET
SAT,2023.07.15,19:37,BACKFIELD,F6,F6YXSQPUVO6QY5WTTBM3XGN2OLSM5N,>,30,FOR BATTLETOP,,,,SET-3
SAT,2023.07.15,20:06,BACKFIELD,F6,F6YVWZH4SWJRHRN53E5LSL7FYAD75Y,>,30,FOR BATTLETOP,,,,SET-3
SAT,2023.07.15,20:40,BACKFIELD,F6,F6YFNVS5OUWNDUQHKAZMZJ5U44JPH6,>,30,FOR TIRED 85,? (FOR),,,SET-3
SAT,2023.07.15,21:10,BACKFIELD,YT,YTBALOK3QWE26HEET6G3NLGPDNTFVC,,30,,,,,SET-3
SAT,2023.07.15,22:42,BACKFIELD,YT,YT3QJR4Q4HSSTZCGXC5P2YXCOKBLYX,,30,,,,,SET-3
SUN,2023.07.16,02:42,WINDPIPE,YT,YTH76W7OSP7HGAEX4ZMQNQ7NQNSITR,,30,,,,,SET-3
SUN,2023.07.16,16:32,WINDPIPE,YT,YTWAJF2XHOPKRFQYKKW2ZZEREK4WNG,,30,,,,,SET-3
SUN,2023.07.16,18:32,WINDPIPE,F6,F6R2ZHEQ5XERITUGXUDKS7TB6NKXLM,>,30,FOR BATTLETOP,,,,SET-3
SUN,2023.07.16,18:42,WINDPIPE,F6,F6XP6DCWIP5RDSRNLUARUEQCGMDMPS,>,30,FOR BATTLETOP,,,,SET-3
SUN,2023.07.16,20:34,WINDPIPE,YT,YTCBJRFFCO5R7DTCOQ5TIXOF6QJ3FU,,30,,,,,SET-3
SUN,2023.07.16,22:12,WINDPIPE,F6,F6NOE4UXS5537TJCAONC2BN725CFYL,>,30,FOR RULE 91,? (FOR),,,SET-3
SUN,2023.07.16,22:42,WINDPIPE,YT,YTZ4D6DLLFLBXESQXH2A4TEHTWAVE2,,30,,,,,SET-3
MON,2023.07.17,02:32,DESCRIBE,YT,YTYZOBZNGCBAOUP2C7K4IZXIWIEPGQ,,30,,,,,SET-3
TUE,2023.07.18,15:13,TORTILLA,F6,F6ETHA,\,6,DISREGARDED,,,,SET-3
TUE,2023.07.18,15:14,TORTILLA,F6,F6ETHAQD63GERDQODVF2ICQKODREOSJFERO4J5U4IO,+,42,[42 CHAR],,,,SET-3
TUE,2023.07.18,15:35,TORTILLA,F6,F6GHJKAEJFQ62WUNXVKVLUUMO2WWOFLRWJ4SD6EAHI6LJYHI6QJYHI6ZJL,+,58,[58 CHAR],,,,SET-3
TUE,2023.07.18,18:13,TORTILLA,F6,F6N5HWMPBMQQDELTAJYDPTQZIGAG5R,>,30,FOR TUPAN 4,? (FOR),,,SET-3
TUE,2023.07.18,18:17,TORTILLA,F6,F6N5HWMPBMQQDELTAJYDPTQZIGAG5R,>,30,FOR TUPAN 4,? (FOR),,,SET-3
TUE,2023.07.18,18:44,TORTILLA,YT,YTONP4X343KT3KWXXHW2JJPTDBKX7A,,30,,,,,SET-3
TUE,2023.07.18,21:02,TORTILLA,YT,YTAFQPOC5UBYTXK3QKUX4J6KIDQHYE,,30,,,,,SET-3
TUE,2023.07.18,21:53,TORTILLA,YT,YTIQPKYQG6DU2G2ZZGKFW6U7NWLURC,,30,,,,,SET-3
TUE,2023.07.18,21:56,TORTILLA,YT,YTNCHIS3KT4TQCSDZ3EJRF63TDVAI7,,30,,,,,SET-3
TUE,2023.07.18,22:00,TORTILLA,YT,YTNCHIS3KT4TQCSDZ3EJRF63TDVAI7,&,30,,,,,SET-3
TUE,2023.07.18,22:00,TORTILLA,YT,YTIQPKYQG6DU2G2ZZGKFW6U7NWLURC,,30,,,,,SET-3
TUE,2023.07.18,22:32,TORTILLA,YT,YTJYOYA6EOEUHDFVQG64XPDJUJ7WYR,,30,,,,,SET-3
WED,2023.07.19,01:59,RETALIATE,F6,F6OBISSNBKOHP4XOPQ3HOJGGHVG4WGNR63AZNPKQIU3RP3JYG6J,+,51,[51 CHAR],,,,SET-3
WED,2023.07.19,02:04,RETALIATE,F6,F6OBISSNBKOHP4XOPQ3HOJGGHVG4WGNR63AZNPKQIU3RP3JYG6J,+,51,[51 CHAR],,,,SET-3
WED,2023.07.19,02:18,RETALIATE,F6,F6OITCFF5KIX3Y3MTLV5KDE4L3YEQV,,30,,,,,SET-3
WED,2023.07.19,02:36,RETALIATE,YT,YTDTOFTUJSRLP6QZE4YITIUDZGLWBR,,30,,,,,SET-3
WED,2023.07.19,02:46,RETALIATE,YT,YTMQCSOS2ZOKPVTVXJL6EMYDLYKENG,,30,,,,,SET-3
WED,2023.07.19,18:33,RETALIATE,YT,YTROA3BWJ4ZQ,\,12,DISREGARDED,,,,SET-3
WED,2023.07.19,18:35,RETALIATE,YT,YTROA3BWJ4ZQ3ZPQHUQGVTHA46N7XE,,30,,,,,SET-3
WED,2023.07.19,21:02,RETALIATE,YT,YTJNDES6MHUH3ZAVYG6DAYJROXKV7U,,30,,,,,SET-3
WED,2023.07.19,21:24,RETALIATE,YT,YTMKPSEKPK3RKHVBAWIN3KX46OPECV,,30,,,,,SET-3
THU,2023.07.20,00:35,TOEHOLD,F6,F6R4YAJF5P5D2CHGF7R33A4VNH4TB2,,30,,,,,SET-3
THU,2023.07.20,00:45,TOEHOLD,YT,YT6C6WO6G7PEZW42Z2HVFJJ5EANQ37,,30,,,,,SET-3
THU,2023.07.20,01:10,TOEHOLD,YT,YT3JBYCPO2F2TLGKKGBC2WRJFT6DSM,,30,,,,,SET-3
THU,2023.07.20,01:16,TOEHOLD,YT,YTJ3ZRCIABZAPXO44CG7XZQIDZJ7YU,,30,,,,,SET-3
THU,2023.07.20,01:36,TOEHOLD,YT,YTXHH4OPIIGOZDNGWKBUPZ6X2DY57B,,30,,,,,SET-3
THU,2023.07.20,01:52,TOEHOLD,YT,YTZZSQ57,\,8,DISREGARDED,,,,SET-3
THU,2023.07.20,01:53,TOEHOLD,YT,YTZZSQ657ERYOT2QSQ4H6KRRVNMZHK,,30,,,,,SET-3
THU,2023.07.20,07:30,TOEHOLD,F6,F6XXIZEL2FA7AXPGVZINTUHKEKHRJN,>,30,FOR HUNGER,,,,SET-3
THU,2023.07.20,10:21,TOEHOLD,F6,F6K3RMSATMMNM4JBCVEOQKCFIF3SXA,>,30,FOR HUNGER,,,,SET-3
THU,2023.07.20,10:27,TOEHOLD,F6,F6MRIRK6OESLVSKVX4SPTZ6C3LQDL4,>,30,FOR HUNGER,,,,SET-3
THU,2023.07.20,10:44,TOEHOLD,F6,F63TPFO7ZSM5HR6A4AACO7EA5S7B7Z,>,30,FOR HUNGER,,,,SET-3
THU,2023.07.20,11:37,TOEHOLD,F6,F6PAIL,\,6,DISREGARDED,,,,SET-3
THU,2023.07.20,11:38,TOEHOLD,F6,F6PAILFP3PDLK7PKBQBDLLEK5VJHFF,>,30,FOR HUNGER,,,,SET-3
THU,2023.07.20,13:56,TOEHOLD,YT,YTGI4UVRN7ZHS6DJTCTXBJHHPRM6UN,,30,,,,,SET-3
THU,2023.07.20,14:00,TOEHOLD,YT,YTGI4UVRN7ZHS6DJTCTXBJHHPRM6UN,&,30,,,,,SET-3
THU,2023.07.20,14:00,TOEHOLD,JC,JCWY3FKPFZMESVSMVCSMYDPYKSOBD4NQZOD4XQCGVLLLLGGLPSCLMJIB7AHNJNT2222YXGQKWBUGYWQOROSNXPPPPIXGKHOUBWICH7P7UFUXXXX23LU3WBTMIPXVHB4HWV2OZD6TN4CBYXS3UIJWXJ2VKNJFPWUEFLBXA3O3V7OK,+,172,[172 CHAR],,,,SET-3
THU,2023.07.20,14:30,TOEHOLD,YT,YTGI4UVRN7ZHS6DJTCTXBJHHPRM6UN,&,30,,,,,SET-3
THU,2023.07.20,14:30,TOEHOLD,JC,JCWY3FKPFZMESVSMVCSMYDPYKSOBD4NQZOD4XQCGVLLLLGGLPSCLMJIB7AHNJNT2222YXGQKWBUGYWQOROSNXPPPPIXGKHOUBWICH7P7UFUXXXX23LU3WBTMIPXVHB4HWV2OZD6TN4CBYXS3UIJWXJ2VKNJFPWUEFLBXA3O3V7OK,+,172,[172 CHAR],,,,SET-3
THU,2023.07.20,15:17,TOEHOLD,YT,YTVMCF523RH4AKP32WQLDL7CBKTQYR,,30,,,,,SET-3
THU,2023.07.20,15:58,TOEHOLD,F6,F6K2I2Y6LMTD3XR4BKFW4A5GY52L7T,,30,,,,,SET-3
THU,2023.07.20,16:47,TOEHOLD,YT,YT4NAANR63S763UFZYBAZJJ6IJCEVG,,30,,,,,SET-3
THU,2023.07.20,16:55,TOEHOLD,F6,F6LGPNV5PZ7C3SPCDJJJCUN26YZJEW,,30,,,,,SET-3
THU,2023.07.20,17:00,TOEHOLD,YT,YT42QC4HZAJO7V2H6RDLRVSHRHGI5J,,30,,,,,SET-3
THU,2023.07.20,22:13,TOEHOLD,F6,F6KVADY6XILDQA42Q3JR7DGWURBFZB,>,30,FOR GIRTH 16,AE041B (FOR),,,SET-3
THU,2023.07.20,22:42,TOEHOLD,YT,YTI5APV73DTI42OKQOLNTMZHSO4EAM,,30,,,,,SET-3
THU,2023.07.20,22:50,CAKE BAKE,YT,YTI5APV73DTI42OKQOLNTMZHSO4EAM,,30,,,,,SET-3
THU,2023.07.20,23:50,CAKE BAKE,YT,YTI5APV73DTI42OKQOLNTMZHSO4EAM,,30,,,,,SET-3
FRI,2023.07.21,00:20,SQUAD CAR,YT,YTI5APV73DTI42OKQOLNTMZHSO4EAM,,30,,,,,SET-3
FRI,2023.07.21,00:31,BEERPARTY,F6,F6YIEWX77Z2NBUJAYVA34VNMMF7SHL5PQ5CYDXMMZENATLVQ5YQDD,+,53,[53 CHAR],,,,SET-3
FRI,2023.07.21,00:50,BEERPARTY,F6,F6TCZ6VJFQ7IFFX4NMTUWTMB5OSXT2,,30,,,,,SET-3
FRI,2023.07.21,01:02,BEERPARTY,F6,F6DITV2YZ3PS37SISWQ45V7ZKHLFVF,,30,,,,,SET-3
FRI,2023.07.21,01:22,BEERPARTY,YT,YT6YKGLJTQON3CSP4ZJNHDIESABLEJ,,30,,,,,SET-3
FRI,2023.07.21,01:29,BEERPARTY,YT,YTVJT6QQGLVAWQRPSOPWTYH64Z3SGA,,30,,,,,SET-3
FRI,2023.07.21,05:10,BEERPARTY,YT,YT4JRQ2HNBITQI6UMPVGRIPRRFKG37,,30,,,,,SET-3
FRI,2023.07.21,06:08,BEERPARTY,JC,JC3GEEZKVLSP76PAUP6FNRGGWQYS4K4S23J2JG66RQQQQIJZZ5YF5NOJ323ICH2AAAAPLR7LEIDNDXQZQWYVVHHHHZE7STOEVVFTDHDGYDXGGGGOBPNT32I22NL6LXEXBXXXXNJYF6JQZN,\,142,DISREGARDED (142 CHAR),,,,SET-3
FRI,2023.07.21,06:14,BEERPARTY,JC,JC3GEEZKVLSP76PAUP6FNRGGWQYS4K4S23J2JG66RQQQQIJZZ5YF5NOJ323ICH2AAAAPLR7LEIDNDXQZQWYVVHHHHZE7STOEVVFTDHDGYDXGGGGOBPNT32I22NL6LXEXBXXXXNJYF6JQZN,+,142,[142 CHAR],,,,SET-3
FRI,2023.07.21,07:55,BEERPARTY,F6,F6K7VKXVJYALGKO62FW2H6FW2IXNQ7QFCDU5DIP,+,39,[39 CHAR],,,,SET-3
FRI,2023.07.21,09:01,BEERPARTY,F6,F6ZRQLD3SS2W4RY4ZERFZUEL3GAJXBT2UWDOXU7OO7J2RWYQ2UK,+,51,[51 CHAR],,,,SET-3
FRI,2023.07.21,09:41,BEERPARTY,JC,JCY66M,\,6,DISREGARDED (120 CHAR),,,,SET-3
FRI,2023.07.21,09:43,BEERPARTY,JC,JCY66MM3PJBWEMNKRH4L4GX7I6LQEUBRQWHAHHGH6RRRR7QDOLX333CX2L22LPNXXXX7WSWLZLT4SS4YTRHRUTTTTOZ2DZK55ZBU6WR555E2222UBKN2DYYX,+,120,[120 CHAR],,,,SET-3
FRI,2023.07.21,15:12,BEERPARTY,YT,YTY6IBP75XXNHEAFAAIBAJWLQ7UJI3,,30,,,,,SET-3
FRI,2023.07.21,18:16,BEERPARTY,YT,YTAIELZ4BKHGIP2TECHBQPKZD4U6SW,,30,,,,,SET-3
FRI,2023.07.21,18:20,BEERPARTY,YT,YTAIELZ4BKHGIP2TECHBQPKZD4U6SW,,30,,,,,SET-3
FRI,2023.07.21,18:33,BEERPARTY,YT,YTHXCKPDN2RRY4TJYZZXRJPR5FIYLC,,30,,,,,SET-3
FRI,2023.07.21,18:37,BEERPARTY,YT,YTHXCKPDN2RRY4TJYZZXRJPR5FIYLC,,30,,,,,SET-3
FRI,2023.07.21,22:03,BEERPARTY,YT,YT7MSDTV33ARIQDILFWBCFHOVL4FH7,,30,,,,,SET-3
FRI,2023.07.21,22:33,BEERPARTY,YT,YTDJF6NJKXX3KJBBGZVMA6BUTRZALB,,30,,,,,SET-3
FRI,2023.07.21,23:59,BEERPARTY,F6,F6J5VDULLHKUCF3ZFZZWVOF7S7VIOW,,30,,,,,SET-3
SAT,2023.07.22,00:46,ADJACENT,F6,F64XYHCNDSPA3F2U4TBGLFTBGBQWOYZWFB6TDTX,+,39,[39 CHAR],,,,SET-3
SAT,2023.07.22,21:04,ADJACENT,F6,F6D7MBS7A7BZN5SWOOLVR4OLV4XEUP4M5SWHW2ZEUPPM7EYD45X,+,51,[51 CHAR],,,,SET-3
SAT,2023.07.22,21:16,ADJACENT,YT,YT66UOG7PZNXEZBEZV4XBFYYZJKXWA,,30,,,,,SET-3
SAT,2023.07.22,21:27,ADJACENT,F6,F63NUOFH5WSUPAVZB3AS53BQSTEACFXSFJ,+,34,[34 CHAR],,,,SET-3
SAT,2023.07.22,22:53,ADJACENT,F6,F6GC4V5A52IB6DLTWKEP5ETQFWYCJGCRE,+,33,[33 CHAR],,,,SET-3
SAT,2023.07.22,23:04,ADJACENT,YT,YTKKAOFPSK247AO2OL3CMNEB5R6ZIH,,30,,,,,SET-3
SUN,2023.07.23,02:16,BLACKOUT,YT,YTPXW2P2FH3WVCJ6FFR67EEZ7CEDMA,,30,,,,,SET-3
SUN,2023.07.23,03:02,BLACKOUT,YT,YTCPXPPOMCU4HAXVA75EHUUIG4OWBH,,30,,,,,SET-3
SUN,2023.07.23,17:27,BLACKOUT,JC,JC3HUQ,\,6,DISREGARDED (108 CHAR),,,,SET-3
SUN,2023.07.23,17:28,BLACKOUT,JC,JC3HUQPKR6U4KAXWUF2SI2UIYBFPYFXLGIIBPA7SSZY4LGGUV2I3JIEID6U2GIXGYO43BLV32OZB6TN4CZYXS3UAJWXJ2LKNJFPBUGEY6CEJ,+,108,[108 CHAR],,,,SET-3
SUN,2023.07.23,17:42,BLACKOUT,YT,YTA7XQZ53CWWZKI73V7PN6LPDJ3GPU,,30,,,,,SET-3
SUN,2023.07.23,17:58,BLACKOUT,F6,F6J367DQ44X2IWWHXKQK4U3Q5PD5DE,>,30,FOR AGRAH 34,AE040E (FOR),,,SET-3
SUN,2023.07.23,18:02,BLACKOUT,JC,JC3HUQPKR6U4KAXWUF2SI2UIYBFPYFXLGIIBPA7SSZY4LGGUV2I3JIEID6U2GIXGYO43BLV32OZB6TN4CZYXS3UAJWXJ2LKNJFPBUGEY6CEJ,+,108,[108 CHAR],,,,SET-3
SUN,2023.07.23,18:28,BLACKOUT,YT,YTK3DZ2WWXKKPUXK2XCJOAFXE4BRLS,,30,,,,,SET-3
SUN,2023.07.23,18:31,BLACKOUT,JC,JC3HUQPKR6U4KAXWUF2SI2UIYBFPYFXLGIIBPA7SSZY4LGGUV2I3JIEID6U2GIXGYO43BLV32OZB6TN4CZYXS3UAJWXJ2LKNJFPBUGEY6CEJ,+,108,[108 CHAR],,,,SET-3
SUN,2023.07.23,18:40,BLACKOUT,JC,JCP3HWKYEHEAV7A64IUN3JU3IA6TSKAKKG4BBE42OOOOO6MBYPS4PSO3HG6BSGRQQQQIJZZV5WQY5JHI65WI5AAAAPLR7BLN2N3X7W3V7VZHHHHZE7SPTVIMUTZGXLDZEGGGGOBGDTUCU7,+,142,[142 CHAR],,,,SET-3
SUN,2023.07.23,19:00,BLACKOUT,JC,JCP3HWKYEHEAV7A64IUN3JU3IA6TSKAKKG4BBE42OOOOO6MBYPS4PSO3HG6BSGRQQQQIJZZV5WQY5JHI65WI5AAAAPLR7BLN2N3X7W3V7VZHHHHZE7SPTVIMUTZGXLDZEGGGGOBGDTUCU7,+,142,[142 CHAR],,,,SET-3
SUN,2023.07.23,19:08,BLACKOUT,JC,JC3HUQPKR6U4KAXWUF2SI2UIYBFPYFXLGIIBPA7SSZY4LGGUV2I3JIEID6U2GIXGYO43BLV32OZB6TN4CZYXS3UAJWXJ2LKNJFPBUGEY6CEJ,+,108,[108 CHAR],,,,SET-3
SUN,2023.07.23,19:30,BLACKOUT,JC,JCP3HWKYEHEAV7A64IUN3JU3IA6TSKAKKG4BBE42OOOOO6MBYPS4PSO3HG6BSGRQQQQIJZZV5WQY5JHI65WI5AAAAPLR7BLN2N3X7W3V7VZHHHHZE7SPTVIMUTZGXLDZEGGGGOBGDTUCU7,+,142,[142 CHAR],,,,SET-3
SUN,2023.07.23,19:44,BLACKOUT,F6,F6LSVU72CZ5AZUPRLJ7FZSJ7FNVI2SKWZXIRQ2A,+,39,[39 CHAR],,,,SET-3
SUN,2023.07.23,20:00,BLACKOUT,JC,JCP3HWKYEHEAV7A64IUN3JU3IA6TSKAKKG4BBE42OOOOO6MBYPS4PSO3HG6BSGRQQQQIJZZV5WQY5JHI65WI5AAAAPLR7BLN2N3X7W3V7VZHHHHZE7SPTVIMUTZGXLDZEGGGGOBGDTUCU7,+,142,[142 CHAR],,,,SET-3
SUN,2023.07.23,20:30,BLACKOUT,JC,JCP3HWKYEHEAV7A64IUN3JU3IA6TSKAKKG4BBE42OOOOO6MBYPS4PSO3HG6BSGRQQQQIJZZV5WQY5JHI65WI5AAAAPLR7BLN2N3X7W3V7VZHHHHZE7SPTVIMUTZGXLDZEGGGGOBGDTUCU7,+,142,[142 CHAR],,,,SET-3
SUN,2023.07.23,20:46,BLACKOUT,YT,YTOCBCAYSXKS7WDPEPLGYKYO36RELT,,30,,,,,SET-3
SUN,2023.07.23,20:56,BLACKOUT,YT,YTZAKZHB7XOQKJKZYILU5QKG4YD3VB,,30,,,,,SET-3
SUN,2023.07.23,21:00,BLACKOUT,YT,YTZAKZHB7XOQKJKZYILU5QKG4YD3VB,&,30,,,,,SET-3
SUN,2023.07.23,21:00,BLACKOUT,YT,YTOCBCAYSXKS7WDPEPLGYKYO36RELT,,30,,,,,SET-3
SUN,2023.07.23,21:07,BLACKOUT,YT,YTIMY35Y62UEVHHTTCCSUOMCVLHZWT,,30,,,,,SET-3
SUN,2023.07.23,21:30,BLACKOUT,YT,YTIMY35Y62UEVHHTTCCSUOMCVLHZWT,&,30,,,,,SET-3
SUN,2023.07.23,21:30,BLACKOUT,YT,YTZAKZHB7XOQKJKZYILU5QKG4YD3VB,&,30,,,,,SET-3
SUN,2023.07.23,21:30,BLACKOUT,YT,YTOCBCAYSXKS7WDPEPLGYKYO36RELT,,30,,,,,SET-3
SUN,2023.07.23,21:47,BLACKOUT,F6,F6FG5EJKE42GPYDS7TPBDO4227LQHFI32O,+,34,[34 CHAR],,,,SET-3
SUN,2023.07.23,23:37,BLACKOUT,YT,YTENL7LZ6TZYCKPOUNAIUQJGUQBHSZ,,30,,,,,SET-3
SUN,2023.07.23,23:50,BLACKOUT,YT,YTSJ3QCZ6YY4J6XJAETXQHIA7VWNBU,,30,,,,,SET-3
MON,2023.07.24,01:50,OVERRATE,YT,YTDVUKABZ2XJIKSLHPFUX2ADSOTJQL,,30,,,,,SET-3
MON,2023.07.24,01:54,OVERRATE,YT,YTDVUKABZ2XJIKSLHPFUX2ADSOTJQL,,30,,,,,SET-3
MON,2023.07.24,02:10,PROTRUDE,YT,YTDVUKABZ2XJIKSLHPFUX2ADSOTJQL,,30,,,,,SET-3
MON,2023.07.24,02:40,PROTRUDE,YT,YTDVUKABZ2XJIKSLHPFUX2ADSOTJQL,,30,,,,,SET-3
MON,2023.07.24,03:40,PROTRUDE,YT,YTDVUKABZ2XJIKSLHPFUX2ADSOTJQL,,30,,,,,SET-3
MON,2023.07.24,06:56,OVERRATE,JC,JCKUWNP2ZNZDJ4VZOKYHQLUOYGSZU74W7VL3GRDFE6HBC62LJTXJNLQRFPYFXAJOBT3SVCTMYMPTL2GIREPA7SS3Y4LGIVVP433XVLUMBNTO,+,108,[108 CHAR],,,,SET-3
MON,2023.07.24,07:04,OVERRATE,YT,YT4MRWPDNXMGZMBPZC7Z5F74G356QO,,30,,,,,SET-3
MON,2023.07.24,19:37,OVERRATE,YT,YTCFFW272UEVQU2YVCTZ5REXO6GJDF,,30,,,,,SET-3
MON,2023.07.24,21:06,OVERRATE,YT,YTCSXKHGL6BRV2Z377OR3OWQ4SZULT,,30,,,,,SET-3
MON,2023.07.24,21:22,OVERRATE,YT,YTQQN25NXYB35PBP4NSB7IADIXYTKV,,30,,,only on 11175 kHz; maybe only CONUS,,SET-3
MON,2023.07.24,21:30,OVERRATE,YT,YTQQN25NXYB35PBP4NSB7IADIXYTKV,&,30,,,,,SET-3
MON,2023.07.24,21:30,OVERRATE,YT,YTCSXK,\,6,,,,,SET-3
MON,2023.07.24,21:34,OVERRATE,YT,YTIVO2H6CMSMJKQFZYDNUNSVB2LR3I,,30,,,,,SET-3
MON,2023.07.24,21:39,OVERRATE,YT,YTQQN25NXYB35PBP4NSB7IADIXYTKV,&,30,,,,,SET-3
MON,2023.07.24,21:39,OVERRATE,YT,YTCSXKHGL6BRV2Z377OR3OWQ4SZULT,,30,,,,,SET-3
MON,2023.07.24,22:13,OVERRATE,F6,F6TJBC6LLFHUKJUCEU6FX6B3JRSCJH,>,30,FOR GORE 40,? (FOR),,,SET-3
TUE,2023.07.25,01:15,NEON SIGN,F6,F62RXQICITLRBR7J3JESJFJEARFJDS74OQD7FLEP5B5LAV45F3UNZDVW,+,56,[56 CHAR],,,,SET-3
TUE,2023.07.25,01:40,NEON SIGN,YT,YT2VSJWBAFHSPSCED6C5T55W6JEDWN,,30,,,,,SET-3
TUE,2023.07.25,05:32,NEON SIGN,YT,YTT3PN4ZFFHEP2SNHLJLB645J,\,25,,,,,SET-3
TUE,2023.07.25,05:34,NEON SIGN,YT,YTT3PN4ZFFHEP2SNHLJLB645VOLADT,,30,,,,,SET-3
TUE,2023.07.25,06:52,NEON SIGN,F6,F6DO2HIWVHEDPSGQW7QPNXGIWOGNWG6TQTAM4IZH4EDAAA4ETCAJ,+,52,[52 CHAR],,,,SET-3
TUE,2023.07.25,07:08,NEON SIGN,F6,F6MB6MDIJRSD2VLJ2WTC5KYYCU6PYCIGLL7UQZV,+,39,[39 CHAR],,,,SET-3
TUE,2023.07.25,07:23,NEON SIGN,F6,F6XE7G3TWW72EKGVAA4LJX2DX3ETWD,,30,,,,,SET-3
TUE,2023.07.25,15:33,NEON SIGN,F6,F6MI6RTV74NXVWN6EGG3YSNQDZM4U4CHM2FWRCJNSJWANGSJLNNGSJL2NV,+,58,[58 CHAR],,,,SET-3
TUE,2023.07.25,18:23,NEON SIGN,YT,YTRGICYLAGWWJJ2OG4AGBB7H3TJQ4X,,30,,,,,SET-3
TUE,2023.07.25,21:17,NEON SIGN,YT,YTXZYKXGOGQ4644GCWUCETAWVZ37BD,,30,,,,,SET-3
TUE,2023.07.25,21:20,NEON SIGN,YT,YTXZYKXGOGQ4644GCWUCETAWVZ37BD,,30,,,,,SET-3
TUE,2023.07.25,21:45,NEON SIGN,YT,YTHVZ7O5HVU7DILCVRAFZAYFUSR2XZ,,30,,,,,SET-3
TUE,2023.07.25,21:49,NEON SIGN,YT,YTHVZ7O5HVU7DILCVRAFZAYFUSR2XZ,,30,,,,,SET-3
TUE,2023.07.25,23:59,NEON SIGN,F6,F6QXOOL5ZTRIHCZPEEE6SR2RPAKP265SS5COBLU52RBF,+,44,[44 CHAR],,,,SET-3
WED,2023.07.26,00:47,CASE FLOW,F6,F6S7BWQDZANZEQ6GRESS5DTJCYLIPCX2YL,+,34,[34 CHAR],,,,SET-3
WED,2023.07.26,01:02,CASE FLOW,F6,F63JNAEZMW7GXJAVNPZOVJHLSEZBIX,,30,,,,,SET-3
WED,2023.07.26,01:15,CASE FLOW,F6,F6QTDJUJMGERLYKCEF6VZEAD5M5JY2,,30,,,,,SET-3
WED,2023.07.26,01:18,CASE FLOW,F6,F6QTDJUJMGERLYKCEF6VZEAD5M5JY2,,30,,,,,SET-3
WED,2023.07.26,01:36,CASE FLOW,YT,YTQNL7PQIQI3MTZF2PVNRDIXGYZO4U,,30,,,,,SET-3
WED,2023.07.26,01:42,CASE FLOW,YT,YTU4B4X7FQOJNUUXTUMVYGK46LKH4R,,30,,,,,SET-3
WED,2023.07.26,05:36,CASE FLOW,YT,YT3EJFAZ6AFIRPNM7QWRMNCL47KHSQ,,30,,,,,SET-3
WED,2023.07.26,05:38,CASE FLOW,YT,YTJXAOJWNA4BVU7CLNV63G362VFCYR,,30,,,,,SET-3
WED,2023.07.26,06:47,CASE FLOW,F6,F6B6J6OZ2KXKIYXW3PQUINRSYI6YKW,,30,,,,,SET-3
WED,2023.07.26,07:58,CASE FLOW,F6,F6HIG24DLQO7H7ERT666JJ7ATUWLUYEW3DFNTM3DTTTA,+,44,[44 CHAR],,,,SET-3
WED,2023.07.26,09:11,CASE FLOW,F6,F6YNAEKXD76NLYHWP5EY7I5EY6SIK6TCFZBFATR,+,39,[39 CHAR],,,,SET-3
WED,2023.07.26,15:16,CASE FLOW,F6,F6XTCJF2GTUZF4WCHPXQ5ZBK6YNQZB,>,30,FOR PERCH,,,,SET-3
WED,2023.07.26,15:46,CASE FLOW,F6,F6A4LADS37WHHXB5X6ADCLBEN5GMUB,>,30,FOR PERCH,,,,SET-3
WED,2023.07.26,16:02,CASE FLOW,F6,F6M5B4V3EYJH3GXP6JSGOWXO5S5NU6,>,30,FOR PERCH,,,,SET-3
WED,2023.07.26,16:32,CASE FLOW,F6,F64GOE6HA5NY62MUZFUJFCQQZXNHRX,>,30,FOR PERCH,,,,SET-3
WED,2023.07.26,16:37,CASE FLOW,F6,F64GOE6HA5NY62MUZFUJFCQQZXNHRX,>,30,FOR PERCH,,,,SET-3
WED,2023.07.26,17:06,CASE FLOW,YT,YT24BQPAV6TBNFPYZ4GB5UC44LNEGA,,30,,,,,SET-3
WED,2023.07.26,17:11,CASE FLOW,YT,YT24BQPAV6TBNFPYZ4GB5UC44LNEGA,,30,,,,,SET-3
WED,2023.07.26,20:32,CASE FLOW,YT,YTNHFOLBTAFTJTQTDVJ6F4IGKWC2D4,,30,,,,,SET-3
WED,2023.07.26,22:14,CASE FLOW,F6,F6KBCP366M3BLYKVBJMFG6QY2YNNIV,>,30,FOR HURTING 52,,,,SET-3
WED,2023.07.26,22:42,CASE FLOW,YT,YTB3VQGGO7B7DHIQXVS7NMFIECIUSA,,30,,,,,SET-3
THU,2023.07.27,00:58,BAJA BOB,F6,F6D3UB3MY4WUWAUJ4LH6PYU7TPU44DFKZ24QZNU3QOXQRRKZY4ABPHMQO4XRX,+,61,[61 CHAR],,,,SET-3
THU,2023.07.27,01:35,BAJA BOB,F6,F6D3UB3MY4WUWAUJ4LH6PYU7TPU44DFKZ24QZNU3QOXQRRKZY4ABPHMQO4XRX,+,61,[61 CHAR],,,,SET-3
THU,2023.07.27,02:00,BAJA BOB,F6,F6D3UB3MY4WUWAUJ4LH6PYU7TPU44DFKZ24QZNU3QOXQRRKZY4ABPHMQO4XRX,+,61,[61 CHAR],,,,SET-3
THU,2023.07.27,02:16,BAJA BOB,F6,F6C73CFPZIR5PMV5IGZWNCPYWBGKMVFDFRUTUIQ,+,39,[39 CHAR],,,,SET-3
